"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"936","doc","ASV_523",-1.22770273826879,0.00375,0.99625,TRUE,"negative","-4.4440577","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"937","doc","ASV_1729",-1.21858912730752,0.0375,0.9625,TRUE,"negative","-4.0378681","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS05",NA,NA,NA,"Presence"
"938","doc","ASV_521",-1.21838537130029,0.005,0.995,TRUE,"negative","-3.9960854","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__moelleri","Presence"
"939","doc","ASV_4371",-1.21269514601003,0.01675,0.98325,TRUE,"negative","-6.6340228","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"940","doc","ASV_1025",-1.2083416197497,0.01575,0.98425,TRUE,"negative","-4.4486368","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"941","doc","ASV_1095",-1.20016513141607,0.01775,0.98225,TRUE,"negative","-6.6367769","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"942","doc","ASV_1419",-1.19575685484921,0.034,0.966,TRUE,"negative","-5.7029587","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"943","doc","ASV_93",-1.19554026182859,0.032,0.968,TRUE,"negative"," 0.9608173","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae","g__Rhizopogon",NA,"Presence"
"944","doc","ASV_2472",-1.1928805953998,0.016,0.984,TRUE,"negative","-3.9474411","k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA,"Presence"
"945","doc","ASV_1802",-1.1897195062435,0.01125,0.98875,TRUE,"negative","-4.4236974","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus","Presence"
"946","doc","ASV_2654",-1.18858066243501,0.03175,0.96825,TRUE,"negative","-4.0484544","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__Branch02",NA,NA,NA,"Presence"
"947","doc","ASV_2067",-1.17952963104564,0.023,0.977,TRUE,"negative","-4.1017828","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS02",NA,NA,NA,"Presence"
"948","doc","ASV_113",-1.17070385952198,0.0085,0.9915,TRUE,"negative","-5.6179838","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Cistella",NA,"Presence"
"949","doc","ASV_2554",-1.16981045355559,0.0125,0.9875,TRUE,"negative","-1.2508105","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"950","doc","ASV_1284",-1.16917585232608,0.02125,0.97875,TRUE,"negative","-5.6851340","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"951","doc","ASV_848",-1.16832839129994,0.0255,0.9745,TRUE,"negative","-4.7577392","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"952","doc","ASV_2959",-1.16401348279398,0.0385,0.9615,TRUE,"negative","-3.9874936","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Gongronella",NA,"Presence"
"953","doc","ASV_1076",-1.15171466910118,0.031,0.969,TRUE,"negative","-6.6393209","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"954","doc","ASV_2101",-1.1494489605626,0.01975,0.98025,TRUE,"negative","-5.8357116","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Neopestalotiopsis",NA,"Presence"
"955","doc","ASV_102",-1.1484080564539,0.01375,0.98625,TRUE,"negative","-6.5457881","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA,"Presence"
"956","doc","ASV_1134",-1.14205113796732,0.02575,0.97425,TRUE,"negative","-4.4251351","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus","Presence"
"957","doc","ASV_1104",-1.1391015753926,0.02725,0.97275,TRUE,"negative","-4.3133825","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"958","doc","ASV_1305",-1.13388978018257,0.03075,0.96925,TRUE,"negative","-4.7577304","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"959","doc","ASV_1002",-1.12363177194078,0.041,0.959,TRUE,"negative","-4.7408967","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"960","doc","ASV_784",-1.11632954940113,0.01275,0.98725,TRUE,"negative","-5.1026290","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"961","doc","ASV_610",-1.11122223456471,0.033,0.967,TRUE,"negative","-4.7413822","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"962","doc","ASV_296",-1.10138823969765,0.0195,0.9805,TRUE,"negative","-4.5648234","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"963","doc","ASV_564",-1.09702194671946,0.022,0.978,TRUE,"negative"," 0.9312581","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae",NA,NA,"Presence"
"964","doc","ASV_1240",-1.09601031394239,0.037,0.963,TRUE,"negative","-4.2460235","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales",NA,NA,NA,"Presence"
"965","doc","ASV_524",-1.09503854326414,0.033,0.967,TRUE,"negative"," 1.0487773","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae",NA,NA,"Presence"
"966","doc","ASV_297",-1.08926855434057,0.03275,0.96725,TRUE,"negative","-4.7407078","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"967","doc","ASV_2536",-1.08599721043024,0.02675,0.97325,TRUE,"negative","-4.3118896","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"968","doc","ASV_2436",-1.07664558448766,0.04375,0.95625,TRUE,"negative","-4.4526589","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA,"Presence"
"969","doc","ASV_410",-1.07642466008508,0.021,0.979,TRUE,"negative","-6.7359130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"970","doc","ASV_4374",-1.05235217332145,0.0455,0.9545,TRUE,"negative","-1.6033013","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans","Presence"
"971","doc","ASV_317",-1.05099561649103,0.027,0.973,TRUE,"negative","-4.1907680","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"972","doc","ASV_502",-1.00018118880971,0.04825,0.95175,TRUE,"negative","-4.4529471","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA,"Presence"
"973","doc","ASV_551",-0.998655114782919,0.024,0.976,TRUE,"negative","-4.0559930","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__Branch02",NA,NA,NA,"Presence"
"974","doc","ASV_3408",-0.991665072587792,0.04225,0.95775,TRUE,"negative","-5.0994576","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"975","doc","ASV_889",-0.976521385373647,0.04025,0.95975,TRUE,"negative"," 0.6178034","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA,"Presence"
"976","doc","ASV_15",-0.959412149728984,0.04575,0.95425,TRUE,"negative","-5.6311048","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"977","doc","ASV_681",-0.943837988164328,0.0255,0.9745,TRUE,"negative","-4.4110516","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces",NA,"Presence"
"978","doc","ASV_2452",-0.939800765766445,0.03925,0.96075,TRUE,"negative","-4.4352347","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"979","doc","ASV_1717",-0.937220389384557,0.04625,0.95375,TRUE,"negative","-4.6711632","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"980","doc","ASV_49",-0.932240452020105,0.04375,0.95625,TRUE,"negative"," 5.5966674","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycena",NA,"Presence"
"981","doc","ASV_50",-0.906608403272209,0.035,0.965,TRUE,"negative","-5.6640228","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Lachnum",NA,"Presence"
"982","doc","ASV_177",-0.820231513749009,0.02925,0.97075,TRUE,"negative","-5.8859294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"983","doc","ASV_786",-0.807332840630128,0.04525,0.95475,TRUE,"negative","-5.5608879","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA,"Presence"
"984","doc","ASV_789",-0.769599520581109,0.0475,0.9525,TRUE,"negative","-5.4940594","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__starkeyi","Presence"
"985","doc","ASV_309",0.965243628846053,0.97075,0.02925,TRUE,"positive","-3.8659962","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"986","doc","ASV_695",0.991500050364354,0.961,0.039,TRUE,"positive","-5.7000793","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"987","doc","ASV_19",1.00042392943803,0.9755,0.0245,TRUE,"positive","-6.6536628","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"988","doc","ASV_178",1.01424130325748,0.97425,0.02575,TRUE,"positive","-1.2335614","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"989","doc","ASV_90",1.10510512814788,0.963,0.037,TRUE,"positive","-6.7015328","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"990","doc","ASV_168",1.10768464638368,0.9635,0.0365,TRUE,"positive","-6.6473017","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"991","doc","ASV_292",1.11286913043695,0.95975,0.04025,TRUE,"positive","-5.6039106","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,"Presence"
"992","doc","ASV_516",1.11555600469638,0.96725,0.03275,TRUE,"positive","-6.6446694","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"993","doc","ASV_355",1.12138842938931,0.96275,0.03725,TRUE,"positive","-5.6969774","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"994","doc","ASV_901",1.22428424752669,0.98175,0.01825,TRUE,"positive","-5.3921882","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__angusta","Presence"
"995","doc","ASV_2132",1.26781814975311,0.96475,0.03525,TRUE,"positive","-5.9318044","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA,"Presence"
"996","doc","ASV_690",1.34792856761183,0.9775,0.0225,TRUE,"positive","-5.9746054","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales",NA,NA,NA,"Presence"
"997","doc","ASV_1598",1.36286471581222,0.98525,0.01475,TRUE,"positive","-6.6346630","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"998","lib","ASV_221",1.95405322166782e-05,0.95375,0.04625,TRUE,"positive","-6.6472810","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"999","lib","ASV_1242",1.96379160733285e-05,0.953,0.047,TRUE,"positive","-4.3091164","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1000","lib","ASV_44",2.00747275133519e-05,0.9525,0.0475,TRUE,"positive","-6.6765041","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1001","lib","ASV_177",2.01088640138285e-05,0.96,0.04,TRUE,"positive","-5.8859294","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,"Presence"
"1002","lib","ASV_425",2.05191161083272e-05,0.95225,0.04775,TRUE,"positive","-3.8878364","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"1003","lib","ASV_1579",2.07706155349634e-05,0.957,0.043,TRUE,"positive","-5.5649103","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA,"Presence"
"1004","lib","ASV_2528",2.13498434935568e-05,0.9505,0.0495,TRUE,"positive","-5.4428098","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1005","lib","ASV_150",2.17069670562425e-05,0.96875,0.03125,TRUE,"positive","-1.2263450","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1006","lib","ASV_383",2.1720605305685e-05,0.9555,0.0445,TRUE,"positive","-4.5985589","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"1007","lib","ASV_218",2.17298018014406e-05,0.9555,0.0445,TRUE,"positive","-4.2413753","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,"Presence"
"1008","lib","ASV_17",2.18056625111396e-05,0.96075,0.03925,TRUE,"positive","-6.6944031","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"1009","lib","ASV_123",2.19896734919786e-05,0.96275,0.03725,TRUE,"positive","-4.9624762","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1010","lib","ASV_681",2.19921364112082e-05,0.96575,0.03425,TRUE,"positive","-4.4110516","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces",NA,"Presence"
"1011","lib","ASV_27",2.20178536831538e-05,0.95875,0.04125,TRUE,"positive","14.3265704","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"1012","lib","ASV_3323",2.21845664733364e-05,0.97,0.03,TRUE,"positive","-6.6337823","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1013","lib","ASV_1124",2.25439239548547e-05,0.96175,0.03825,TRUE,"positive","-5.4446207","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1014","lib","ASV_625",2.26510987591377e-05,0.965,0.035,TRUE,"positive","-4.7515409","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"1015","lib","ASV_3850",2.27349232024968e-05,0.963,0.037,TRUE,"positive","-4.4216454","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA,"Presence"
"1016","lib","ASV_554",2.28734548375045e-05,0.96475,0.03525,TRUE,"positive","-4.3113242","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"1017","lib","ASV_87",2.28916066243228e-05,0.9775,0.0225,TRUE,"positive","-5.5776449","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora",NA,"Presence"
"1018","lib","ASV_829",2.289952112693e-05,0.9545,0.0455,TRUE,"positive","-6.2383396","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Pachyphlodes","s__virescens","Presence"
"1019","lib","ASV_1068",2.29314771011591e-05,0.97175,0.02825,TRUE,"positive","-4.5465486","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus","Presence"
"1020","lib","ASV_248",2.29384882237762e-05,0.97225,0.02775,TRUE,"positive","-5.6373354","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia",NA,"Presence"
"1021","lib","ASV_2264",2.30337790939476e-05,0.96625,0.03375,TRUE,"positive","-4.4356353","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"1022","lib","ASV_3004",2.3083546931524e-05,0.961,0.039,TRUE,"positive","-4.4411220","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1023","lib","ASV_5993",2.31910944938843e-05,0.96275,0.03725,TRUE,"positive","14.2360408","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"1024","lib","ASV_2093",2.35212575612897e-05,0.97225,0.02775,TRUE,"positive","-4.4426489","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1025","lib","ASV_1547",2.36087744228946e-05,0.96325,0.03675,TRUE,"positive","-4.4354162","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae",NA,NA,"Presence"
"1026","lib","ASV_1013",2.38752817934629e-05,0.9755,0.0245,TRUE,"positive","-5.4465079","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1027","lib","ASV_142",2.40264548793254e-05,0.97425,0.02575,TRUE,"positive","-6.6181741","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1028","lib","ASV_1248",2.40526027678856e-05,0.96375,0.03625,TRUE,"positive","-5.0636759","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1029","lib","ASV_1288",2.41342352971878e-05,0.959,0.041,TRUE,"positive","-6.2246404","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA,"Presence"
"1030","lib","ASV_1043",2.41664955293087e-05,0.969,0.031,TRUE,"positive","-1.2506208","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"1031","lib","ASV_4430",2.43039005925226e-05,0.97,0.03,TRUE,"positive","-4.4215101","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Alphamycetaceae","g__Betamyces",NA,"Presence"
"1032","lib","ASV_1677",2.44620182121875e-05,0.96975,0.03025,TRUE,"positive","-6.6345906","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"1033","lib","ASV_231",2.45152534812978e-05,0.972,0.028,TRUE,"positive","-5.0789965","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1034","lib","ASV_1733",2.50350571760013e-05,0.96675,0.03325,TRUE,"positive","-4.0435462","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS10",NA,NA,NA,"Presence"
"1035","lib","ASV_38",2.52104369259078e-05,0.9815,0.0185,TRUE,"positive","-5.9178575","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,"Presence"
"1036","lib","ASV_370",2.52249588343132e-05,0.98725,0.01275,TRUE,"positive","-5.4488563","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"1037","lib","ASV_789",2.54748521552868e-05,0.988,0.012,TRUE,"positive","-5.4940594","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Lipomycetaceae","g__Lipomyces","s__starkeyi","Presence"
"1038","lib","ASV_924",2.5492138510337e-05,0.97525,0.02475,TRUE,"positive","-4.7340707","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1039","lib","ASV_1282",2.55934307211839e-05,0.9745,0.0255,TRUE,"positive","-4.7397526","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1040","lib","ASV_748",2.5724317844215e-05,0.97925,0.02075,TRUE,"positive","-5.0612266","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"1041","lib","ASV_695",2.59315853653011e-05,0.9785,0.0215,TRUE,"positive","-5.7000793","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"1042","lib","ASV_346",2.60289990054647e-05,0.97875,0.02125,TRUE,"positive","-3.8590530","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"1043","lib","ASV_507",2.61677680512528e-05,0.985,0.015,TRUE,"positive","-4.4407399","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"1044","lib","ASV_1537",2.62027969752685e-05,0.985,0.015,TRUE,"positive","-4.4511606","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"1045","lib","ASV_568",2.65440271481759e-05,0.979,0.021,TRUE,"positive","-4.7367951","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"1046","lib","ASV_317",2.65526679231045e-05,0.98625,0.01375,TRUE,"positive","-4.1907680","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA,"Presence"
"1047","lib","ASV_3815",2.66636487614406e-05,0.9795,0.0205,TRUE,"positive","-4.8102476","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA,"Presence"
"1048","lib","ASV_642",2.67378927217943e-05,0.9785,0.0215,TRUE,"positive","-1.2442185","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
