"","tissue","model","term","ASV","mean","sign","support.all","kingdom","phylum","class","order","family","genus","species","CS1"
"135","Leaf","Presence","ph","ASV_3287",-0.73961080021338,"negative",0.99775,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Tilletiales","f__Tilletiaceae","g__Tilletia",NA,-2.14630716
"136","Leaf","Presence","ph","ASV_1172",-0.738916197576865,"negative",0.9985,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Pestalotiopsis",NA,2.98081419
"137","Leaf","Presence","ph","ASV_347",-0.726728203029785,"negative",0.99875,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.67011467
"138","Leaf","Presence","ph","ASV_1167",-0.715322586223062,"negative",0.99875,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,-2.07878964
"139","Leaf","Presence","ph","ASV_236",-0.668291894322238,"negative",0.9995,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-1.05568313
"140","Leaf","Presence","ph","ASV_439",-0.667104847653648,"negative",0.99825,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA,2.61706793
"141","Leaf","Presence","ph","ASV_136",-0.628226396160426,"negative",0.996,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens",-2.1312908
"142","Leaf","Presence","ph","ASV_473",-0.574027030537953,"negative",0.99925,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__bambusae",2.57329239
"143","Leaf","Presence","ph","ASV_170",-0.53153148198682,"negative",0.99175,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.82639369
"144","Leaf","Presence","ph","ASV_181",0.477881601325269,"positive",0.99525,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA,3.5576262
"145","Leaf","Presence","ph","ASV_7",0.543992932256043,"positive",0.995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,-0.56796858
"146","Leaf","Presence","ph","ASV_55",0.554158109209639,"positive",0.99825,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-0.97008483
"147","Leaf","Presence","ph","ASV_22",0.565671926452754,"positive",0.99825,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.60187019
"148","Leaf","Presence","ph","ASV_24",0.570692379927946,"positive",0.99675,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.90224238
"149","Leaf","Presence","ph","ASV_194",0.586313048934048,"positive",0.9925,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,4.13276439
"150","Leaf","Presence","ph","ASV_806",0.615019544577625,"positive",0.99725,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri",-2.03902553
"151","Leaf","Presence","ph","ASV_4",0.627382838307155,"positive",0.99975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,3.73057868
"152","Leaf","Presence","ph","ASV_71",0.63933631415332,"positive",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.56117543
"153","Leaf","Presence","ph","ASV_496",0.658879341185759,"positive",0.99625,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae",2.58636329
"154","Leaf","Presence","ph","ASV_138",0.700311458032019,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,-2.08344031
"155","Leaf","Presence","ph","ASV_735",0.733908194743166,"positive",0.9985,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena",4.06777866
"156","Root","Abundance","perc.clay","ASV_468",-0.409688967,"negative",0.9555,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77655342
"157","Root","Abundance","perc.clay","ASV_714",-0.394428388,"negative",0.9515,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77281165
"158","Root","Abundance","perc.clay","ASV_28",0.562332741,"positive",0.98225,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata",3.14080679
"159","Root","Abundance","ph","ASV_56",-0.48716353,"negative",0.989,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__podzolica",-0.03645205
"160","Root","Abundance","ph","ASV_592",0.260402401,"positive",0.95475,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77321177
"161","Root","Abundance","ph","ASV_1030",0.267422524,"positive",0.95075,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77104295
"162","Root","Abundance","ph","ASV_883",0.26869018,"positive",0.95,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77116817
"163","Root","Abundance","ph","ASV_2649",0.274330589,"positive",0.95325,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76927936
"164","Root","Abundance","ph","ASV_314",0.275336532,"positive",0.9545,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77970946
"165","Root","Abundance","ph","ASV_755",0.275818654,"positive",0.95375,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77037806
"166","Root","Abundance","ph","ASV_790",0.276329197,"positive",0.95675,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76833726
"167","Root","Abundance","ph","ASV_2077",0.276819107,"positive",0.9515,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76994344
"168","Root","Abundance","ph","ASV_1460",0.278981642,"positive",0.95575,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77019319
"169","Root","Abundance","ph","ASV_1052",0.280944022,"positive",0.9535,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77035
"170","Root","Abundance","ph","ASV_1391",0.282594733,"positive",0.956,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.7691783
"171","Root","Abundance","ph","ASV_1645",0.28388962,"positive",0.95675,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77028487
"172","Root","Abundance","ph","ASV_561",0.286631966,"positive",0.96125,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77395441
"173","Root","Abundance","ph","ASV_324",0.289215231,"positive",0.96,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.78289196
"174","Root","Abundance","ph","ASV_711",0.294928451,"positive",0.9595,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77350428
"175","Root","Abundance","ph","ASV_258",0.303409967,"positive",0.96875,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.78523914
"176","Root","Abundance","ph","ASV_297",0.309522113,"positive",0.96875,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.78424601
"177","Root","Abundance","ph","ASV_601",0.314094023,"positive",0.9715,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77220883
"178","Root","Presence","max.height.m","ASV_258",0.84914696,"positive",0.99175,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.78523914
"179","Root","Presence","max.height.m","ASV_755",0.85483086,"positive",0.99025,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77037806
"180","Root","Presence","max.height.m","ASV_297",0.859610709,"positive",0.99375,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.78424601
"181","Root","Presence","max.height.m","ASV_942",0.972046311,"positive",0.992,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76118145
"182","Root","Presence","max.height.m","ASV_1038",0.982693547,"positive",0.993,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76419981
"183","Root","Presence","max.height.m","ASV_790",0.997559204,"positive",0.99425,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76833726
"184","Root","Presence","max.height.m","ASV_120",1.285061065,"positive",0.999,"k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA,5.03433255
"185","Root","Presence","Mn","ASV_179",-1.138971098,"negative",1,"k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,2.72105748
"186","Root","Presence","Mn","ASV_82",-0.936495105,"negative",0.9955,"k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiales_fam_Incertae_sedis","g__Acidomelania","s__panicicola",5.4710158
"187","Root","Presence","Mn","ASV_168",-0.883741921,"negative",0.99325,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,11.32561363
"188","Root","Presence","Mn","ASV_645",-0.823376961,"negative",0.99775,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,11.28088177
"189","Root","Presence","Mn","ASV_38",0.669301592,"positive",0.9935,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,5.88821259
"190","Root","Presence","Mn","ASV_231",0.745799234,"positive",0.992,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,5.15129563
"191","Root","Presence","Mn","ASV_178",0.769099164,"positive",0.9955,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-3.11120306
"192","Root","Presence","Mn","ASV_679",0.771361796,"positive",0.99125,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,5.17388026
"193","Root","Presence","Mn","ASV_334",0.775413281,"positive",0.99175,"k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,-3.11556082
"194","Root","Presence","Mn","ASV_28",0.814029044,"positive",0.99825,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata",3.14080679
"195","Root","Presence","Mn","ASV_169",0.822277205,"positive",0.99475,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriaceae",NA,NA,5.83942928
"196","Root","Presence","Mn","ASV_883",0.822389206,"positive",0.99275,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77116817
"197","Root","Presence","Mn","ASV_213",0.838182381,"positive",0.991,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__intraradices",5.12111741
"198","Root","Presence","Mn","ASV_739",0.844316296,"positive",0.9915,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,5.1786612
"199","Root","Presence","Mn","ASV_27",0.84710444,"positive",0.998,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,-6.53248698
"200","Root","Presence","Mn","ASV_1013",0.855296733,"positive",0.99425,"k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,3.03671883
"201","Root","Presence","Mn","ASV_1077",0.86004124,"positive",0.99525,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,3.76283285
"202","Root","Presence","Mn","ASV_631",0.877753069,"positive",0.99225,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,5.17974807
"203","Root","Presence","Mn","ASV_781",0.879736329,"positive",0.99225,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis",5.11521355
"204","Root","Presence","Mn","ASV_438",0.892653834,"positive",0.9935,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus","s__irregularis",5.11958134
"205","Root","Presence","Mn","ASV_598",0.918676888,"positive",0.99625,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,5.17888543
"206","Root","Presence","Mn","ASV_1368",0.918862538,"positive",0.99425,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,3.93237125
"207","Root","Presence","Mn","ASV_1034",0.936691964,"positive",0.9935,"k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylaria","s__mitrata",4.73422652
"208","Root","Presence","Mn","ASV_1038",0.937683207,"positive",0.997,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.76419981
"209","Root","Presence","Mn","ASV_638",0.938555247,"positive",0.9985,"k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,3.76097662
"210","Root","Presence","Mn","ASV_62",0.946606855,"positive",0.9965,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius",NA,-6.33369151
"211","Root","Presence","Mn","ASV_26",0.954036608,"positive",0.9995,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA,-3.63800966
"212","Root","Presence","Mn","ASV_424",0.987383709,"positive",0.998,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae",NA,NA,-3.07117525
"213","Root","Presence","Mn","ASV_218",1.013160433,"positive",0.99875,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,3.53784665
"214","Root","Presence","Mn","ASV_59",1.017336347,"positive",0.9975,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae",NA,NA,-3.50069105
"215","Root","Presence","Mn","ASV_654",1.035459864,"positive",0.99975,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,5.77092116
"216","Root","Presence","Mn","ASV_615",1.047497595,"positive",0.9975,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,3.53488115
"217","Root","Presence","Mn","ASV_107",1.057683189,"positive",0.99825,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides",5.46092111
"218","Root","Presence","Mn","ASV_820",1.07807161,"positive",0.99825,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA,-3.16165878
"219","Root","Presence","Mn","ASV_264",1.407073306,"positive",1,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,3.54090036
"220","Root","Presence","perc.clay","ASV_252",-1.422246562,"negative",1,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,-3.12623851
"221","Root","Presence","perc.clay","ASV_211",-1.230602738,"negative",1,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__cucumeris",-3.08966434
"222","Root","Presence","perc.clay","ASV_140",-1.177925939,"negative",0.99975,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__cucumeris",-3.08496489
"223","Root","Presence","perc.clay","ASV_107",-1.097367463,"negative",0.99975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides",5.46092111
"224","Root","Presence","perc.clay","ASV_264",-1.064036929,"negative",0.9965,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,3.54090036
"225","Root","Presence","perc.clay","ASV_854",-1.021665591,"negative",0.99725,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum",4.98472846
"226","Root","Presence","perc.clay","ASV_200",-1.01157667,"negative",0.99525,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Thanatephorus","s__cucumeris",-3.08885098
"227","Root","Presence","perc.clay","ASV_615",-1.004168023,"negative",0.99025,"k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,3.53488115
"228","Root","Presence","perc.clay","ASV_1494",-0.960955498,"negative",0.99525,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,5.05968782
"229","Root","Presence","perc.clay","ASV_1305",-0.93731019,"negative",0.996,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,5.06166851
"230","Root","Presence","perc.clay","ASV_2401",-0.910664188,"negative",0.99,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Claroideoglomeraceae","g__Claroideoglomus",NA,4.42971784
"231","Root","Presence","perc.clay","ASV_421",-0.894867887,"negative",0.99025,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum",4.99383948
"232","Root","Presence","perc.clay","ASV_785",-0.861756695,"negative",0.99275,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizophagus",NA,5.17645971
"233","Root","Presence","perc.clay","ASV_452",-0.858166544,"negative",0.992,"k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum",5.00173796
